"category","term","ontology","over_represented_pvalue","FDR","numDEInCat","numInCat"
"GO:0030134","COPII-coated ER to Golgi transport vesicle","CC",0.121094196595887,1,1,24
"GO:0005085","guanyl-nucleotide exchange factor activity","MF",0.134947932450322,1,1,42
"GO:0007264","small GTPase mediated signal transduction","BP",0.136172729102901,1,1,35
"GO:0006099","tricarboxylic acid cycle","BP",0.137321276473338,1,1,31
"GO:0005737","cytoplasm","CC",0.144315159393153,1,6,777
"GO:0005750","mitochondrial respiratory chain complex III","CC",0.145077543530039,1,1,13
"GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","CC",0.145393867105816,1,1,32
"GO:0007030","Golgi organization","BP",0.149716030215639,1,1,39
"GO:0016192","vesicle-mediated transport","BP",0.15613827566665,1,1,45
"GO:0004252","serine-type endopeptidase activity","MF",0.159043499126039,1,1,43
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","BP",0.163371156144738,1,1,15
"GO:1990904","ribonucleoprotein complex","CC",0.166202917396226,1,1,39
"GO:0006413","translational initiation","BP",0.166692571524203,1,1,28
"GO:1902600","proton transmembrane transport","BP",0.168795491648113,1,1,33
"GO:0019773","proteasome core complex, alpha-subunit complex","CC",0.16975177090385,1,1,19
"GO:0006880","intracellular sequestering of iron ion","BP",0.176443497476077,1,1,17
"GO:0008199","ferric iron binding","MF",0.176443497476077,1,1,17
"GO:0006826","iron ion transport","BP",0.185810576347599,1,1,21
"GO:0008198","ferrous iron binding","MF",0.186433192378698,1,1,21
"GO:0006879","intracellular iron ion homeostasis","BP",0.20902111797371,1,1,25
"GO:0005615","extracellular space","CC",0.218068227321828,1,2,158
"GO:0005654","nucleoplasm","CC",0.240729548638546,1,1,76
"GO:0006508","proteolysis","BP",0.254192309631228,1,1,75
"GO:0003743","translation initiation factor activity","MF",0.256217529535485,1,1,53
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP",0.260056228487291,1,1,70
"GO:0005751","mitochondrial respiratory chain complex IV","CC",0.275334611809823,1,1,24
"GO:0005839","proteasome core complex","CC",0.307531210399085,1,1,36
"GO:0005794","Golgi apparatus","CC",0.33964399540172,1,1,107
"GO:0006886","intracellular protein transport","BP",0.361303635818577,1,1,103
"GO:0006511","ubiquitin-dependent protein catabolic process","BP",0.368189672288859,1,1,82
"GO:0005747","mitochondrial respiratory chain complex I","CC",0.416894722416279,1,1,42
"GO:0005509","calcium ion binding","MF",0.439682084448886,1,1,130
"GO:0003729","mRNA binding","MF",0.440783363046637,1,1,126
"GO:0005783","endoplasmic reticulum","CC",0.519764530977142,1,1,168
"GO:0005886","plasma membrane","CC",0.578464008628724,1,1,265
"GO:0005524","ATP binding","MF",0.657670567074372,1,1,375
"GO:0022625","cytosolic large ribosomal subunit","CC",0.696366413847447,1,1,85
"GO:0005634","nucleus","CC",0.704421392769236,1,3,846
"GO:0005739","mitochondrion","CC",0.732518661986842,1,1,204
"GO:0016020","membrane","CC",0.791026681907267,1,1,373
"GO:0005829","cytosol","CC",0.817306005398058,1,1,342
"GO:0005515","protein binding","MF",0.839846438848191,1,1,584
"GO:0003723","RNA binding","MF",0.859883784663299,1,1,289
"GO:0006412","translation","BP",0.865238681941746,1,1,152
"GO:0005840","ribosome","CC",0.90069130964435,1,1,166
"GO:0003735","structural constituent of ribosome","MF",0.932390427075898,1,1,195
"GO:0015629","actin cytoskeleton","CC",0.999999999999995,1,0,29
"GO:0003924","GTPase activity","MF",0.999999999999998,1,0,150
"GO:0032926","negative regulation of activin receptor signaling pathway","BP",0.999999999999998,1,0,1
"GO:0000064","L-ornithine transmembrane transporter activity","MF",0.999999999999998,1,0,1
"GO:0098632","cell-cell adhesion mediator activity","MF",0.999999999999998,1,0,5
"GO:0000247","C-8 sterol isomerase activity","MF",0.999999999999998,1,0,1
"GO:0004769","steroid delta-isomerase activity","MF",0.999999999999998,1,0,1
"GO:0030904","retromer complex","CC",0.999999999999998,1,0,8
"GO:0047750","cholestenol delta-isomerase activity","MF",0.999999999999998,1,0,1
"GO:0005520","insulin-like growth factor binding","MF",0.999999999999999,1,0,1
"GO:0035615","clathrin adaptor activity","MF",0.999999999999999,1,0,13
"GO:0051017","actin filament bundle assembly","BP",0.999999999999999,1,0,2
"GO:0051059","NF-kappaB binding","MF",0.999999999999999,1,0,2
"GO:0004994","somatostatin receptor activity","MF",0.999999999999999,1,0,1
"GO:0006783","heme biosynthetic process","BP",0.999999999999999,1,0,3
"GO:0006812","monoatomic cation transport","BP",0.999999999999999,1,0,4
"GO:0008324","monoatomic cation transmembrane transporter activity","MF",0.999999999999999,1,0,4
"GO:0010634","positive regulation of epithelial cell migration","BP",0.999999999999999,1,0,2
"GO:0016592","mediator complex","CC",0.999999999999999,1,0,8
"GO:0030261","chromosome condensation","BP",0.999999999999999,1,0,2
"GO:0042923","neuropeptide binding","MF",0.999999999999999,1,0,1
"GO:0045910","negative regulation of DNA recombination","BP",0.999999999999999,1,0,2
"GO:0047961","glycine N-acyltransferase activity","MF",0.999999999999999,1,0,1
"GO:0071007","U2-type catalytic step 2 spliceosome","CC",0.999999999999999,1,0,1
"GO:0090309","positive regulation of DNA methylation-dependent heterochromatin formation","BP",0.999999999999999,1,0,5
"GO:0097060","synaptic membrane","CC",0.999999999999999,1,0,2
"GO:0097224","sperm connecting piece","CC",0.999999999999999,1,0,1
"GO:0098609","cell-cell adhesion","BP",0.999999999999999,1,0,23
"GO:1902945","metalloendopeptidase activity involved in amyloid precursor protein catabolic process","MF",0.999999999999999,1,0,2
"GO:2001106","regulation of Rho guanyl-nucleotide exchange factor activity","BP",0.999999999999999,1,0,2
"GO:0000813","ESCRT I complex","CC",0.999999999999999,1,0,7
"GO:0001525","angiogenesis","BP",0.999999999999999,1,0,4
"GO:0004386","helicase activity","MF",0.999999999999999,1,0,2
"GO:0004602","glutathione peroxidase activity","MF",0.999999999999999,1,0,7
"GO:0004823","leucine-tRNA ligase activity","MF",0.999999999999999,1,0,1
"GO:0005126","cytokine receptor binding","MF",0.999999999999999,1,0,4
"GO:0005215","transporter activity","MF",0.999999999999999,1,0,3
"GO:0005846","nuclear cap binding complex","CC",0.999999999999999,1,0,1
"GO:0006338","chromatin remodeling","BP",0.999999999999999,1,0,24
"GO:0006429","leucyl-tRNA aminoacylation","BP",0.999999999999999,1,0,1
"GO:0006751","glutathione catabolic process","BP",0.999999999999999,1,0,1
"GO:0006810","transport","BP",0.999999999999999,1,0,3
"GO:0007029","endoplasmic reticulum organization","BP",0.999999999999999,1,0,9
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","BP",0.999999999999999,1,0,1
"GO:0007220","Notch receptor processing","BP",0.999999999999999,1,0,4
"GO:0009253","peptidoglycan catabolic process","BP",0.999999999999999,1,0,3
"GO:0015057","thrombin-activated receptor activity","MF",0.999999999999999,1,0,1
"GO:0033180","proton-transporting V-type ATPase, V1 domain","CC",0.999999999999999,1,0,7
"GO:0042989","sequestering of actin monomers","BP",0.999999999999999,1,0,1
"GO:0043406","positive regulation of MAP kinase activity","BP",0.999999999999999,1,0,2
"GO:0045159","myosin II binding","MF",0.999999999999999,1,0,2
"GO:0046890","regulation of lipid biosynthetic process","BP",0.999999999999999,1,0,2
"GO:0048675","axon extension","BP",0.999999999999999,1,0,6
"GO:0050708","regulation of protein secretion","BP",0.999999999999999,1,0,2
"GO:0061928","glutathione specific gamma-glutamylcyclotransferase activity","MF",0.999999999999999,1,0,1
"GO:0070493","thrombin-activated receptor signaling pathway","BP",0.999999999999999,1,0,1
"GO:0090443","FAR/SIN/STRIPAK complex","CC",0.999999999999999,1,0,2
"GO:1903358","regulation of Golgi organization","BP",0.999999999999999,1,0,2
"GO:1904380","endoplasmic reticulum mannose trimming","BP",0.999999999999999,1,0,5
"GO:1904382","mannose trimming involved in glycoprotein ERAD pathway","BP",0.999999999999999,1,0,5
"GO:0003870","5-aminolevulinate synthase activity","MF",0.999999999999999,1,0,2
"GO:0004197","cysteine-type endopeptidase activity","MF",0.999999999999999,1,0,29
"GO:0006004","fucose metabolic process","BP",0.999999999999999,1,0,2
"GO:0006376","mRNA splice site recognition","BP",0.999999999999999,1,0,12
"GO:0006611","protein export from nucleus","BP",0.999999999999999,1,0,5
"GO:0006935","chemotaxis","BP",0.999999999999999,1,0,1
"GO:0015227","acyl carnitine transmembrane transporter activity","MF",0.999999999999999,1,0,1
"GO:0030620","U2 snRNA binding","MF",0.999999999999999,1,0,1
"GO:0030623","U5 snRNA binding","MF",0.999999999999999,1,0,1
"GO:0034772","histone H4-K20 dimethylation","BP",0.999999999999999,1,0,1
"GO:0042541","hemoglobin biosynthetic process","BP",0.999999999999999,1,0,2
"GO:0042543","protein N-linked glycosylation via arginine","BP",0.999999999999999,1,0,2
"GO:0046920","alpha-(1->3)-fucosyltransferase activity","MF",0.999999999999999,1,0,1
"GO:0048821","erythrocyte development","BP",0.999999999999999,1,0,2
"GO:0070328","triglyceride homeostasis","BP",0.999999999999999,1,0,10
"GO:0072344","rescue of stalled ribosome","BP",0.999999999999999,1,0,3
"GO:0097157","pre-mRNA intronic binding","MF",0.999999999999999,1,0,1
"GO:1902603","carnitine transmembrane transport","BP",0.999999999999999,1,0,1
"GO:0000994","RNA polymerase III core binding","MF",0.999999999999999,1,0,1
"GO:0002142","stereocilia ankle link complex","CC",0.999999999999999,1,0,1
"GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","MF",0.999999999999999,1,0,2
"GO:0003952","NAD+ synthase (glutamine-hydrolyzing) activity","MF",0.999999999999999,1,0,1
"GO:0003960","NADPH:quinone reductase activity","MF",0.999999999999999,1,0,2
"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","MF",0.999999999999999,1,0,3
"GO:0004639","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF",0.999999999999999,1,0,1
"GO:0005052","peroxisome matrix targeting signal-1 binding","MF",0.999999999999999,1,0,2
"GO:0005911","cell-cell junction","CC",0.999999999999999,1,0,10
"GO:0005922","connexin complex","CC",0.999999999999999,1,0,1
"GO:0005940","septin ring","CC",0.999999999999999,1,0,8
"GO:0006670","sphingosine metabolic process","BP",0.999999999999999,1,0,1
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP",0.999999999999999,1,0,22
"GO:0006956","complement activation","BP",0.999999999999999,1,0,11
"GO:0008091","spectrin","CC",0.999999999999999,1,0,2
"GO:0010859","calcium-dependent cysteine-type endopeptidase inhibitor activity","MF",0.999999999999999,1,0,1
"GO:0016480","negative regulation of transcription by RNA polymerase III","BP",0.999999999999999,1,0,1
"GO:0019752","carboxylic acid metabolic process","BP",0.999999999999999,1,0,3
"GO:0019894","kinesin binding","MF",0.999999999999999,1,0,5
"GO:0030073","insulin secretion","BP",0.999999999999999,1,0,2
"GO:0030552","cAMP binding","MF",0.999999999999999,1,0,1
"GO:0031105","septin complex","CC",0.999999999999999,1,0,8
"GO:0031434","mitogen-activated protein kinase kinase binding","MF",0.999999999999999,1,0,1
"GO:0031464","Cul4A-RING E3 ubiquitin ligase complex","CC",0.999999999999999,1,0,1
"GO:0032153","cell division site","CC",0.999999999999999,1,0,8
"GO:0032426","stereocilium tip","CC",0.999999999999999,1,0,1
"GO:0032781","positive regulation of ATP-dependent activity","BP",0.999999999999999,1,0,2
"GO:0033328","peroxisome membrane targeting sequence binding","MF",0.999999999999999,1,0,1
"GO:0036462","TRAIL-activated apoptotic signaling pathway","BP",0.999999999999999,1,0,1
"GO:0042392","sphingosine-1-phosphate phosphatase activity","MF",0.999999999999999,1,0,1
"GO:0043405","regulation of MAP kinase activity","BP",0.999999999999999,1,0,1
"GO:0045046","protein import into peroxisome membrane","BP",0.999999999999999,1,0,1
"GO:0045174","glutathione dehydrogenase (ascorbate) activity","MF",0.999999999999999,1,0,1
"GO:0045569","TRAIL binding","MF",0.999999999999999,1,0,1
"GO:0060088","auditory receptor cell stereocilium organization","BP",0.999999999999999,1,0,1
"GO:0097340","inhibition of cysteine-type endopeptidase activity","BP",0.999999999999999,1,0,1
"GO:1905515","non-motile cilium assembly","BP",0.999999999999999,1,0,4
"GO:0000082","G1/S transition of mitotic cell cycle","BP",0.999999999999999,1,0,4
"GO:0000495","box H/ACA RNA 3'-end processing","BP",0.999999999999999,1,0,2
"GO:0001561","fatty acid alpha-oxidation","BP",0.999999999999999,1,0,2
"GO:0002161","aminoacyl-tRNA editing activity","MF",0.999999999999999,1,0,3
"GO:0003938","IMP dehydrogenase activity","MF",0.999999999999999,1,0,1
"GO:0004474","malate synthase activity","MF",0.999999999999999,1,0,1
"GO:0004506","squalene monooxygenase activity","MF",0.999999999999999,1,0,2
"GO:0004747","ribokinase activity","MF",0.999999999999999,1,0,1
"GO:0004865","protein serine/threonine phosphatase inhibitor activity","MF",0.999999999999999,1,0,1
"GO:0004869","cysteine-type endopeptidase inhibitor activity","MF",0.999999999999999,1,0,10
"GO:0005523","tropomyosin binding","MF",0.999999999999999,1,0,1
"GO:0005548","phospholipid transporter activity","MF",0.999999999999999,1,0,2
"GO:0005856","cytoskeleton","CC",0.999999999999999,1,0,24
"GO:0005865","striated muscle thin filament","CC",0.999999999999999,1,0,1
"GO:0005923","bicellular tight junction","CC",0.999999999999999,1,0,11
"GO:0005955","calcineurin complex","CC",0.999999999999999,1,0,1
"GO:0006014","D-ribose metabolic process","BP",0.999999999999999,1,0,1
"GO:0006097","glyoxylate cycle","BP",0.999999999999999,1,0,1
"GO:0006369","termination of RNA polymerase II transcription","BP",0.999999999999999,1,0,4
"GO:0006605","protein targeting","BP",0.999999999999999,1,0,3
"GO:0006623","protein targeting to vacuole","BP",0.999999999999999,1,0,11
"GO:0007007","inner mitochondrial membrane organization","BP",0.999999999999999,1,0,3
"GO:0007010","cytoskeleton organization","BP",0.999999999999999,1,0,12
"GO:0007026","negative regulation of microtubule depolymerization","BP",0.999999999999999,1,0,1
"GO:0008089","anterograde axonal transport","BP",0.999999999999999,1,0,3
"GO:0009888","tissue development","BP",0.999999999999999,1,0,1
"GO:0009982","pseudouridine synthase activity","MF",0.999999999999999,1,0,2
"GO:0016055","Wnt signaling pathway","BP",0.999999999999999,1,0,1
"GO:0016358","dendrite development","BP",0.999999999999999,1,0,3
"GO:0016579","protein deubiquitination","BP",0.999999999999999,1,0,28
"GO:0017040","N-acylsphingosine amidohydrolase activity","MF",0.999999999999999,1,0,3
"GO:0030350","iron-responsive element binding","MF",0.999999999999999,1,0,2
"GO:0031053","primary miRNA processing","BP",0.999999999999999,1,0,2
"GO:0031694","alpha-2A adrenergic receptor binding","MF",0.999999999999999,1,0,2
"GO:0031695","alpha-2B adrenergic receptor binding","MF",0.999999999999999,1,0,2
"GO:0031696","alpha-2C adrenergic receptor binding","MF",0.999999999999999,1,0,2
"GO:0032012","regulation of ARF protein signal transduction","BP",0.999999999999999,1,0,5
"GO:0032040","small-subunit processome","CC",0.999999999999999,1,0,18
"GO:0033173","calcineurin-NFAT signaling cascade","BP",0.999999999999999,1,0,1
"GO:0033192","calmodulin-dependent protein phosphatase activity","MF",0.999999999999999,1,0,1
"GO:0033754","indoleamine 2,3-dioxygenase activity","MF",0.999999999999999,1,0,1
"GO:0034499","late endosome to Golgi transport","BP",0.999999999999999,1,0,5
"GO:0035307","positive regulation of protein dephosphorylation","BP",0.999999999999999,1,0,2
"GO:0035556","intracellular signal transduction","BP",0.999999999999999,1,0,67
"GO:0035627","ceramide transport","BP",0.999999999999999,1,0,3
"GO:0042472","inner ear morphogenesis","BP",0.999999999999999,1,0,1
"GO:0042491","inner ear auditory receptor cell differentiation","BP",0.999999999999999,1,0,1
"GO:0045022","early endosome to late endosome transport","BP",0.999999999999999,1,0,1
"GO:0045295","gamma-catenin binding","MF",0.999999999999999,1,0,1
"GO:0045332","phospholipid translocation","BP",0.999999999999999,1,0,7
"GO:0045595","regulation of cell differentiation","BP",0.999999999999999,1,0,7
"GO:0046470","phosphatidylcholine metabolic process","BP",0.999999999999999,1,0,3
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","BP",0.999999999999999,1,0,4
"GO:0050770","regulation of axonogenesis","BP",0.999999999999999,1,0,2
"GO:0051694","pointed-end actin filament capping","BP",0.999999999999999,1,0,1
"GO:0055085","transmembrane transport","BP",0.999999999999999,1,0,57
"GO:0060090","molecular adaptor activity","MF",0.999999999999999,1,0,19
"GO:0070062","extracellular exosome","CC",0.999999999999999,1,0,18
"GO:0071004","U2-type prespliceosome","CC",0.999999999999999,1,0,15
"GO:0098837","postsynaptic recycling endosome","CC",0.999999999999999,1,0,3
"GO:1990481","mRNA pseudouridine synthesis","BP",0.999999999999999,1,0,2
"GO:0000256","allantoin catabolic process","BP",0.999999999999999,1,0,1
"GO:0000339","RNA cap binding","MF",0.999999999999999,1,0,2
"GO:0001501","skeletal system development","BP",0.999999999999999,1,0,3
"GO:0001782","B cell homeostasis","BP",0.999999999999999,1,0,1
"GO:0001836","release of cytochrome c from mitochondria","BP",0.999999999999999,1,0,3
"GO:0001932","regulation of protein phosphorylation","BP",0.999999999999999,1,0,2
"GO:0003697","single-stranded DNA binding","MF",0.999999999999999,1,0,6
"GO:0003727","single-stranded RNA binding","MF",0.999999999999999,1,0,5
"GO:0004037","allantoicase activity","MF",0.999999999999999,1,0,1
"GO:0004416","hydroxyacylglutathione hydrolase activity","MF",0.999999999999999,1,0,1
"GO:0004660","protein farnesyltransferase activity","MF",0.999999999999999,1,0,2
"GO:0004662","CAAX-protein geranylgeranyltransferase activity","MF",0.999999999999999,1,0,2
"GO:0004713","protein tyrosine kinase activity","MF",0.999999999999999,1,0,8
"GO:0004725","protein tyrosine phosphatase activity","MF",0.999999999999999,1,0,19
"GO:0004740","pyruvate dehydrogenase (acetyl-transferring) kinase activity","MF",0.999999999999999,1,0,3
"GO:0005254","chloride channel activity","MF",0.999999999999999,1,0,1
"GO:0005289","high-affinity L-arginine transmembrane transporter activity","MF",0.999999999999999,1,0,1
"GO:0005544","calcium-dependent phospholipid binding","MF",0.999999999999999,1,0,10
"GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC",0.999999999999999,1,0,5
"GO:0005769","early endosome","CC",0.999999999999999,1,0,13
"GO:0005770","late endosome","CC",0.999999999999999,1,0,16
"GO:0005890","sodium:potassium-exchanging ATPase complex","CC",0.999999999999999,1,0,1
"GO:0005953","CAAX-protein geranylgeranyltransferase complex","CC",0.999999999999999,1,0,2
"GO:0005965","protein farnesyltransferase complex","CC",0.999999999999999,1,0,2
"GO:0006082","organic acid metabolic process","BP",0.999999999999999,1,0,8
"GO:0006629","lipid metabolic process","BP",0.999999999999999,1,0,21
"GO:0006805","xenobiotic metabolic process","BP",0.999999999999999,1,0,8
"GO:0007100","mitotic centrosome separation","BP",0.999999999999999,1,0,2
"GO:0008179","adenylate cyclase binding","MF",0.999999999999999,1,0,1
"GO:0008191","metalloendopeptidase inhibitor activity","MF",0.999999999999999,1,0,5
"GO:0008270","zinc ion binding","MF",0.999999999999999,1,0,197
"GO:0008543","fibroblast growth factor receptor signaling pathway","BP",0.999999999999999,1,0,2
"GO:0008569","minus-end-directed microtubule motor activity","MF",0.999999999999999,1,0,3
"GO:0008574","plus-end-directed microtubule motor activity","MF",0.999999999999999,1,0,1
"GO:0008603","cAMP-dependent protein kinase regulator activity","MF",0.999999999999999,1,0,2
"GO:0009060","aerobic respiration","BP",0.999999999999999,1,0,4
"GO:0010499","proteasomal ubiquitin-independent protein catabolic process","BP",0.999999999999999,1,0,1
"GO:0010906","regulation of glucose metabolic process","BP",0.999999999999999,1,0,3
"GO:0015267","channel activity","MF",0.999999999999999,1,0,3
"GO:0016314","phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity","MF",0.999999999999999,1,0,1
"GO:0016504","peptidase activator activity","MF",0.999999999999999,1,0,1
"GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","MF",0.999999999999999,1,0,8
"GO:0016594","glycine binding","MF",0.999999999999999,1,0,2
"GO:0016836","hydro-lyase activity","MF",0.999999999999999,1,0,1
"GO:0017064","fatty acid amide hydrolase activity","MF",0.999999999999999,1,0,2
"GO:0018343","protein farnesylation","BP",0.999999999999999,1,0,2
"GO:0018773","acetylpyruvate hydrolase activity","MF",0.999999999999999,1,0,1
"GO:0019933","cAMP-mediated signaling","BP",0.999999999999999,1,0,1
"GO:0030123","AP-3 adaptor complex","CC",0.999999999999999,1,0,3
"GO:0030151","molybdenum ion binding","MF",0.999999999999999,1,0,3
"GO:0030178","negative regulation of Wnt signaling pathway","BP",0.999999999999999,1,0,1
"GO:0030286","dynein complex","CC",0.999999999999999,1,0,3
"GO:0030308","negative regulation of cell growth","BP",0.999999999999999,1,0,1
"GO:0030686","90S preribosome","CC",0.999999999999999,1,0,8
"GO:0031397","negative regulation of protein ubiquitination","BP",0.999999999999999,1,0,1
"GO:0031418","L-ascorbic acid binding","MF",0.999999999999999,1,0,6
"GO:0031428","box C/D RNP complex","CC",0.999999999999999,1,0,5
"GO:0031468","nuclear membrane reassembly","BP",0.999999999999999,1,0,2
"GO:0032008","positive regulation of TOR signaling","BP",0.999999999999999,1,0,8
"GO:0032797","SMN complex","CC",0.999999999999999,1,0,1
"GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP",0.999999999999999,1,0,4
"GO:0035303","regulation of dephosphorylation","BP",0.999999999999999,1,0,1
"GO:0035658","Mon1-Ccz1 complex","CC",0.999999999999999,1,0,2
"GO:0042264","peptidyl-aspartic acid hydroxylation","BP",0.999999999999999,1,0,3
"GO:0042800","histone H3K4 methyltransferase activity","MF",0.999999999999999,1,0,11
"GO:0042802","identical protein binding","MF",0.999999999999999,1,0,6
"GO:0043029","T cell homeostasis","BP",0.999999999999999,1,0,1
"GO:0045087","innate immune response","BP",0.999999999999999,1,0,11
"GO:0045579","positive regulation of B cell differentiation","BP",0.999999999999999,1,0,1
"GO:0045604","regulation of epidermal cell differentiation","BP",0.999999999999999,1,0,2
"GO:0045761","regulation of adenylate cyclase activity","BP",0.999999999999999,1,0,1
"GO:0045773","positive regulation of axon extension","BP",0.999999999999999,1,0,3
"GO:0046654","tetrahydrofolate biosynthetic process","BP",0.999999999999999,1,0,4
"GO:0046854","phosphatidylinositol phosphate biosynthetic process","BP",0.999999999999999,1,0,13
"GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","MF",0.999999999999999,1,0,1
"GO:0048490","anterograde synaptic vesicle transport","BP",0.999999999999999,1,0,3
"GO:0051303","establishment of chromosome localization","BP",0.999999999999999,1,0,2
"GO:0051717","inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity","MF",0.999999999999999,1,0,1
"GO:0051800","phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity","MF",0.999999999999999,1,0,1
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",0.999999999999999,1,0,1
"GO:0055037","recycling endosome","CC",0.999999999999999,1,0,7
"GO:0061003","positive regulation of dendritic spine morphogenesis","BP",0.999999999999999,1,0,3
"GO:0061723","glycophagy","BP",0.999999999999999,1,0,2
"GO:0062101","peptidyl-aspartic acid 3-dioxygenase activity","MF",0.999999999999999,1,0,3
"GO:0070098","chemokine-mediated signaling pathway","BP",0.999999999999999,1,0,2
"GO:0070402","NADPH binding","MF",0.999999999999999,1,0,3
"GO:0070527","platelet aggregation","BP",0.999999999999999,1,0,3
"GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","MF",0.999999999999999,1,0,5
"GO:0071230","cellular response to amino acid stimulus","BP",0.999999999999999,1,0,10
"GO:0071894","histone H2B conserved C-terminal lysine ubiquitination","BP",0.999999999999999,1,0,1
"GO:0080129","proteasome core complex assembly","BP",0.999999999999999,1,0,1
"GO:0080163","regulation of protein serine/threonine phosphatase activity","BP",0.999999999999999,1,0,1
"GO:0090535","WICH complex","CC",0.999999999999999,1,0,1
"GO:0097431","mitotic spindle pole","CC",0.999999999999999,1,0,1
