"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115137856",837.722347044337,6.17177887888863,0.794306223783405,3.30047561922542e-08,0.000156028328320793,"equistatin-like","gonad"
"LOC115112426",197.66563369121,6.02484322320622,0.455025025469872,4.12010373173471e-08,0.000156028328320793,"serum amyloid A-5 protein-like","gonad"
"LOC115112427",278.917581430526,5.95309109009949,0.450748298862965,5.90638026053084e-08,0.000171849357917911,"serum amyloid A-5 protein-like","gonad"
"LOC115105764",862.14369134894,5.23424079832577,0.598233944050852,3.99097925409618e-05,0.00405875972915083,"neurofibromin-like","gonad"
"LOC115137857",204.858418933411,5.01926610823335,0.883667763072112,1.32604667337212e-05,0.00232487905187974,"ladderlectin-like","gonad"
"LOC115137859",2236.16054301084,4.95065034439112,0.611871180428968,0.000369626258934647,0.0119231230203195,"saxiphilin-like","gonad"
"LOC115138859",889.329682897913,4.67096150046437,0.761253872697228,0.0010646497075667,0.0222261766403257,"ladderlectin-like","gonad"
"LOC115138857",272.587001677974,4.60931912325403,0.822738685768296,0.000502396750924322,0.0140931592277808,"ladderlectin-like","gonad"
"LOC115125542",81.0734740618532,4.34602222554089,0.65814084856342,1.46002177411193e-05,0.00248325010156366,"calcyphosin-like protein, transcript variant X1","gonad"
"LOC115139209",32.6667886820096,3.77121544077204,0.692711989111168,1.06545411104161e-05,0.00227619574542032,"sterile alpha motif domain-containing protein 15-like, transcript variant X2","gonad"
"lg27h9orf116",41.7679479335699,3.16888869646759,0.545107170470039,1.41934888076724e-05,0.00244321555066615,"linkage group 27 C9orf116 homolog","gonad"
"LOC115142066",427.480512982859,3.11545548978859,0.476271352177672,0.000235488142766525,0.00946428057947763,"hepcidin-like","gonad"
"ccdc173",30.5465850858778,2.8799461441375,0.561357778947172,2.20860699098305e-05,0.00296595555845844,"coiled-coil domain containing 173","gonad"
"LOC115143451",21.0548421149284,2.77630144046195,0.615878206743375,2.73977639164201e-07,0.000350957828574567,"centromere protein S-like","gonad"
"riiad1",44.6951816537097,2.57763769128546,0.515904097389191,0.000225597374749907,0.00934723477218708,"regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1","gonad"
