"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115131673",100.828268389963,0.512328788834861,0.114927281332937,4.45936207964213,8.22039500787107e-06,0.0266090237597237,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-like","liver"
"LOC115146293",46.7356256965599,0.508549497487165,0.122010236958099,4.16686614416849,3.08815706047042e-05,0.0266090237597237,"MARCKS-related protein 1-A-like","liver"
"LOC115122299",289.917971707057,0.47967616647852,0.123329606524968,3.92227813442093,8.77156522313642e-05,0.0290814747469895,"mannose-binding protein C-like","liver"
"wdr45",103.888393846575,0.467446129558957,0.114965331832403,4.06780267087006,4.74585435863265e-05,0.0266090237597237,"WD repeat domain 45","liver"
"LOC115123161",148.108566323141,0.461704430406344,0.113450334535929,4.07031044235659,4.69505305261578e-05,0.0266090237597237,"ferritin, middle subunit-like","liver"
"LOC115133295",217.205891168774,0.460542318462258,0.112880344528024,4.08223627232926,4.46044153184795e-05,0.0266090237597237,"oligosaccharyltransferase complex subunit ostc, transcript variant X2","liver"
"LOC115125161",136.916425934153,0.43737672781861,0.109401407619454,3.99709653677824,6.41241551709696e-05,0.0278496138534842,"60S ribosomal protein L32-like","liver"
"LOC115106387",42.5959204661262,0.435274741532482,0.111248639567932,3.90890715575252,9.27145847406678e-05,0.0290814747469895,"dnaJ homolog subfamily C member 9-like, transcript variant X1","liver"
"LOC115128702",153.550384216592,0.429050912489256,0.100415429073338,4.27269731349469,1.93122531444276e-05,0.0266090237597237,"26S proteasome complex subunit SEM1","liver"
"LOC115135049",94.6064474653255,0.405750372600425,0.105183216222651,3.85836930128949,0.000114146081588133,0.0317880970229787,"bladder cancer-associated protein, transcript variant X2","liver"
"LOC115139187",143.999694322358,0.404804861749144,0.0982112632386025,4.12119425301803,3.76913445260765e-05,0.0266090237597237,"splicing factor 3B subunit 6","liver"
"LOC115105069",181.193886984798,0.397007606856908,0.106898535375284,3.71465994435152,0.000203477137230581,0.0441858429539947,"eukaryotic translation initiation factor 1b","liver"
"znhit2",158.25734298771,0.395766676640666,0.10281748799211,3.84975889035782,0.00011823415470821,0.0317880970229787,"zinc finger HIT-type containing 2, transcript variant X2","liver"
"LOC115138705",700.210109238123,0.393132578526077,0.0995472755233293,3.94947390424855,7.8323148800462e-05,0.0290814747469895,"proteasome subunit alpha type-3","liver"
"LOC115111363",98.3469336555326,0.388258066384938,0.100263597229088,3.86998708019331,0.000108841121123559,0.0317880970229787,"glutaredoxin-1-like, transcript variant X1","liver"
"LOC115135968",118.176869419857,0.387820399973858,0.101174643703748,3.83206364177914,0.000127072854896958,0.0326115153976465,"malate dehydrogenase, mitochondrial-like","liver"
"LOC115140097",81.1122763616699,0.378321751947996,0.102621169390605,3.68550538668879,0.000228249254223109,0.046024831762274,"transcobalamin-2-like","liver"
"LOC115107636",84.8333385619588,0.372127172798945,0.10180621165389,3.65459887301953,0.000257584384358609,0.0497908750356821,"COP9 signalosome complex subunit 8-like, transcript variant X1","liver"
"LOC115116869",559.328758645918,0.348712511753251,0.094251046936025,3.69989947704573,0.000215684883173706,0.045102105570324,"cytochrome c oxidase subunit NDUFA4-like","liver"
"LOC115112920",65.1284244089857,0.346334384386537,0.085861521265649,4.03098446011358,5.55437163816869e-05,0.0266090237597237,"renin receptor-like","liver"
"LOC115145216",204.780302746805,0.343632526896212,0.0942984759445769,3.64404747710818,0.000268383879765443,0.0497908750356821,"V-type proton ATPase 16 kDa proteolipid subunit","liver"
"gps1",67.9021499002825,0.340596354831935,0.0896493700853232,3.79795913576154,0.000145892367852013,0.0358134047344549,"G protein pathway suppressor 1, transcript variant X3","liver"
"LOC115104729",486.108115545581,0.287125061387422,0.0764976838957889,3.75315286797316,0.000174624290902199,0.0410803644347422,"cytochrome b-c1 complex subunit 9-like","liver"
"LOC115142640",109.095304773969,0.282590224053686,0.0759587184686278,3.72009197838828,0.000199150237345712,0.0441858429539947,"protein dpy-30 homolog, transcript variant X1","liver"
"LOC115109712",198.667896808026,0.259450791572544,0.0644290353742554,4.02674303811085,5.65547795105711e-05,0.0266090237597237,"rab GDP dissociation inhibitor beta-like","liver"
"LOC115119000",370.058749408274,0.258505128784456,0.0710264433873535,3.63929787995846,0.000273382416951142,0.0497908750356821,"transmembrane emp24 domain-containing protein 10-like","liver"
"LOC115102558",1927.85097847973,-0.331969805013892,0.0786416408995952,-4.22123526367894,2.42967189468582e-05,0.0266090237597237,"low-density lipoprotein receptor-related protein 1-like","liver"
"LOC115116544",234.119529787756,-0.446187614296591,0.116422790911103,-3.92673978597103,8.61050477183668e-05,0.0290814747469895,"alpha-tubulin N-acetyltransferase 1-like, transcript variant X2","liver"
"LOC115107543",70.3369688879812,-0.478202268269608,0.121661910728593,-3.92891421400725,8.53302707270037e-05,0.0290814747469895,"pleckstrin homology domain-containing family G member 3-like, transcript variant X4","liver"
"LOC115119914",74.829884789362,-0.513579381838296,0.122751235962504,-4.18632180649672,2.83511316422886e-05,0.0266090237597237,"unconventional myosin-XVI-like","liver"
"LOC115118360",38.4238213979648,-0.537813483085515,0.12256383048838,-4.39286093045019,1.11868692155423e-05,0.0266090237597237,"coagulation factor X-like","liver"
